printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Происхождение товара,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Альтернативные артикулы,"char_Ресурс, стр A4",char_Бренд,char_Цвет тонера,char_Назначение,char_Используется в принтерах,"char_Вес тонера в картридже, г",char_Страна-производитель,char_Принтеры для наименования,char_Ключевые слова,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Модель запчасти,char_Цветность,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Тип,char_Количество страниц,char_Цвет,char_Для использования с принтерами,char_Совместимый картридж,char_Для использования с принтерами/МФУ,char_Сайт производителя,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Ресурс,char_Модель заменяемых оригинальных картриджей,char_Наименование производителя,char_Номер запчасти (Part number),char_Группа товара,char_Подгруппа товара,"char_Вес тонера с девелопером в картридже, г",char_Наименование картриджа,"char_Для использования с принтерами, совместимость",char_Масса тонера,"char_Ресурс, стр","char_Масса тонера, г","char_Вес тонер, г",char_Регион использования,char_Совместимые принтеры,char_Заводской номер запчасти,char_Совместимость,"char_Количество отпечатков, стр",char_Продукт IG,char_Технология печати,char_Влажность при эксплуатации,char_Температура хранения,char_Размеры упаковки,char_Вес,char_Тип запчасти,"char_Ресурс отпечатков, л",char_Продукт Kyocera,char_Вес картриджа
400000020607,"Картридж совместимый для цветных лазерных принтеров Canon и HP, RTC CF352A/CE312A, желтый (yellow), с чипом, 1000стр A4, Булат 7Q",,,0,0,537.83,584.6,"Желтый тонер-картридж для принтеров HP LaserJet Pro Color CP1012, 1020, 1025MFP, M175, 275, Canon LBP-7010, 1018(C729), заменяющий оригинальные картриджи CE311A, Canon 729 yellowТонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,yellow (желтый),,,,http://www.bulatgroup.ru,,,1000,"CE312A, Canon 729 yellow",,,,,,RTC CE312A с чипом,"HP LaserJet Pro Color CP1012, 1020, 1025MFP, M175, 275, Canon LBP-7010, 1018(C729)",,,,,,,,,,,,,,,,,,,
400000031471,"Узел разряда (Separation Discharging Unit) оригинал. для Konica Minolta C2060/C3070, A50UR70B00",,,1,0,2660.0,2660.0,"Konica Minolta AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C83hc;AccurioPrint C2060L, C3070L, C4065, C4065P;Bizhub Press C1060, C1070, C1070P, C71cf, C71hc;Bizhub Pro C1060L;AccurioLabel 190, 230",Узел разряда,оригинальный,,,,,"A50U R70B 00, A50U-R70B-00",440000,Konica Minolta,,,"Konica Minolta AccurioPress C2060, C2070, C2070P, C3070, C3070P, C3080, C3080P, C4070, C4080, C83hc; AccurioPrint C2060L, C3070L, C4065, C4065P; Bizhub Press C1060, C1070, C1070P, C71cf, C71hc; Bizhub Pro C1060L; AccurioLabel 190, 230",,,C2060/C3070,"Блок антистатики Блок нейтрализации Блок отделения Блок разряда Блок сепарации Блок снятия заряда Блок снятия статики Демпфирующий разрядный блок Дисчарджинг Юнит Модуль отделения Модуль разряда Модуль снятия заряда Модуль снятия заряда при отделении Модуль снятия статики Разрядник отделительного узла Разрядный узел сепарации Сепарейшн Юнит Система разрядки Separation Статический нейтрализатор отделения Узел деионизации Узел отделения Узел снятия заряда Узел снятия статики Separation Unitер роллер Фьюзерный ролик Fuser Roller Fusing Heater Roller Heater Roller второй №2 C 2060 C 2070 C 2070P C 3070 C 3070P C 3080 C 3080P C 4070 C 4080C 83hc C 2060L C 3070L C 4065 C 4065P С1060 С1070 С1070Р С71cf С71hc С1060L С2060 С2070 С2070Р С3070 С3070Р С3080 С3080Р С4070 С4080 С83hc С2060L С3070L С4065 С4065Р Konica Minolta AccurioLabel 190 230 AccurioPress C2060 C2070 C2070P C3070 C3070P C3080 C3080P C4070 C4080 C83hc C 2060 C 2070 C 2070P C 3070 C 3070P C 3080 C 3080P C 4070 C 4080 C 83hc AccurioPrint C3070L C2060L Bizhub Press C1060 C1070, C1070P bizhub PRESS C71cf Bizhub Pro C 1060L 3070L C 2060L Bizhub Press C 1060 C 1070 C 1070P C 71 cf Коника Минолта Минольта Аккурио принт бизхаб бицхаб пресс про","293, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Separation Discharging Unit,A50UR70B00,Перенос изображения,Узел разряда,,,,,,,,,,,,,,,,,,,,,,
400000030594,"Картридж для лазерного принтера оригинальный  Xerox 106R01634, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000028662,"Картридж HP CE403A, magenta (пурпурный), для лазерного принтера , HP Color LaserJet Enterprise 500 M551n, 500 M551dn, 500 M551xh, M575f, M575dn, HP LaserJet Pro 500 M570dw, 500 M570dn, 6000 стр. производ.",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032566,"Узел пальцев отделения прижимного вала (Fuser Pressure Stripper Finger Assembly) оригинал. для Xerox Versant 80/4100, 019K15351",,,4,0,13900.0,13900.0,"Xerox Versant Press 80, 170i, 180, 180i, 280; 2100, 3100, 3100i, 4100",Узел пальцев отделения прижимного вала,оригинальный,,,,,не предусмотрено,200000,Xerox,,,"Xerox Versant Press 80, 170i, 180, 180i, 280; 2100, 3100, 3100i, 4100",,,Versant 80/4100,Коготь отделения Коготь термоблока Коготь фьюзера Когти отделения термоблока Комплект когтей отделения Лапка отделения Лапка фьюзера Механизм отделения бумаги от термовала Отделитель термозакрепления Отделительные когти фьюзера Отделительные пальцы Fuser Unit Отделительный палец Отделяющая лапка Отделяющий коготь Палец отделения Палец отделения бумаги Палец отделения печки Палец отделения термоблока Палец отделения фьюзера Палец термозакрепления Палец узла термозакрепления Палец фиксации Пальцы отделения термозакрепляющего узла Пластина отделения Пластина отделения бумаги фьюзера Пластины антиадгезионного отделения Сепаратор Сепаратор в сборе Сепаратор нагревательного ролика Сепаратор термоблока Сепаратор узла фиксации Сепаратор фьюзера Сепарационная лапка Сепарационная пластина Термоотделительные пальцы Узел отделения Fuser Stripper Claws Fusing Claw Separator Claw для фьюзера Версант Вёрсант Версанта Versant Press 80 170i 180 180i 280 2100 3100 3100i 4100 V80 V170i V180 V180i V280 V2100 V3100 V3100i V4100,"287, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Fuser Pressure Stripper Finger Assembly,019K15351,Закрепление изображения,Пальцы и пластины отделения,,,,,,,,,,,,,,,,,,,,,,
400000030330,"Картридж(уценка) оригинал. Canon 713, для ч/б лазерных принтеров LBP3250, черный (black), 2000стр A4",,,2,0,390.0,436.67,Canon i-Sensys LBP3250,,,,,,,,,,,,,,,,,"817, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031598,"Картридж оригинал. Xerox (Fuji Xerox) 006R01380/CT202102, для цветных лазерных принтеров DC700/C75, голубой (cyan), 22000стр A4",,,0,0,8290.0,9281.97,Xerox DocuColor 700/700i/770; С75/J75,Картридж,оригинальный,не предусмотрено,CT201244,006R01380,CT202102,"006R01376, 006R01384, CT201206, CT201273",22000,Xerox (Fuji Xerox),голубой (cyan),для цветных лазерных принтеров,"Xerox Digital Color Press 700, 700i, 770; Colour С75, J75",638,Япония,DC700/C75,Xerox DocuColor 700 700i 770 DC700 DC700i DC770 DC 700 DC 700i DC 770 С75 J75 С 75 J 75 доку колор калор калэр диджитал дижитал дигитал пресс прес ксерокс картридж тонер порошок туба краска replenisher,"1390, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,
400000031437,"Картридж оригинал. Xerox 006R01738/CT201586, для цветных лазерных принтеров C9065/C9070, черный (black), 30000стр A4",,,8,0,6790.0,6790.0,"Xerox Primelink C9065/C9070Внимание, для работы картриджа на Xerox Color C9065/C9070 требуется заменачипа!",Картридж,оригинальный,не предусмотрено,006R01525,006R01738,CT201586,"006R01734, CT201702",30000,Xerox,черный (black),для цветных лазерных принтеров,"Xerox PrimeLink C9065, C9070",638,США,C9065/C9070,Xerox Color Colour C550 C560 C570 C60 C70 C 550 C 560 C 570 C 60 C 70 PrimeLink Prime Link C9065 C9070 C 9065 C 9070 Праймлинк колор калэр калор colour пресс ксерокс тонер туба replenisher краска,"1410, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,780,,,,,,,,,,,,,,,,,,,,,
400000033700,"Термоизолирующая втулка (Insulating Sleeve Upper) оригинал. для Konica Minolta C1060/951, A03U729500",,,0,0,1350.0,1349.99,"AccurioPress 6120, 6136, 6136P, 6272P, C2060, C2070, C2070P;AccurioPrint 2100, C2060L;bizhub PRESS 1250, 1250P, 2250P, C1060, C1070, C1070P, C6000, C7000, C7000P, C70hc, C71cf, C71hc;bizhub PRO 951, 1052, C1060L, C5500, C5501, C6000L, C6500, C6501, C65hc;AccurioLabel 190;",Термоизолирующая втулка,оригинальный,,,,,"A50U724200, A03U 7295 00, A50U 7242 00",2000000,Konica Minolta,,,"AccurioPress 6120, 6136, 6136P, 6272P, C2060, C2070, C2070P; AccurioPrint 2100, C2060L; bizhub PRESS 1250, 1250P, 2250P, C1060, C1070, C1070P, C6000, C7000, C7000P, C70hc, C71cf, C71hc; bizhub PRO 951, 1052, C1060L, C5500, C5501, C6000L, C6500, C6501, C65hc; AccurioLabel 190",,,C1060/951,Верхняя изолирующая втулка Втулка для блока нагрева Втулка для вала фьюзера Втулка для верхнего ролика фьюзера Втулка для защиты от нагрева Втулка для защиты от тепла Втулка для защиты фьюзера Втулка для нагрева Втулка для нагревательного блока Втулка для нагревательного вала Втулка для нагревательного элемента Втулка для печки Втулка для ролика печки Втулка для системы нагрева Втулка для термоблока Втулка для термозащитного узла Втулка для термозащиты Втулка для термозащиты ролика Втулка для термоизоляции Втулка для термоузла Втулка для термоэлемента Втулка для узла закрепления Втулка для фьюзера Втулка для фьюзерного блока Втулка для фьюзерного вала Втулка для fusing unit Втулка изолирующая Втулка изоляционная Втулка на выходе фьюзера Втулка нагревательного ролика Втулка нагревательного узла Втулка печки Втулка ролика Втулка теплозащитная Втулка теплоизоляционная Втулка термоблока Втулка термозащитная Втулка термоизолирующая Втулка термоизоляционная Втулка термофиксатора Втулка узла закрепления Втулка узла термозакрепления Втулка фьюзера Втулка Insulating Sleeve Upper Изолирующая втулка Изолятор термоузла Изоляционная муфта Теплоизоляционная гильза Термобарьерная втулка Термовтулка Термозащитная втулка Термоизолирующая втулка верхнего вала Термостойкая втулка Fuser Bushing Fuser Insulating Sleeve Fuser Sleeve Fusing Unit Insulating Sleeve Heat Insulating Bushing Heat Insulation Sleeve Heat Shield Sleeve Insulation Bushing Thermal Bushing Thermal Insulation Sleeve Thermal Sleeve Upper Fuser Sleeve Upper Insulating Sleeve Коника Минолта Минольта Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес Акку Аку Акурио Акуриопринт Аккуриопринт Акурио принт Аккурио принт бицхаб бизхаб Пресс Прес Про лейбел лэйбел Акуриолэйбл Аккуриолэйбл Акуриолэйбел Аккуриолэйбел Акуриолэйбэл Аккуриолэйбэл Акурио лэйбл Аккурио лэйбл Акурио лэйбел Аккурио лэйбел Акурио лэйбэл Акурио лэйбэл 6120 6136 6136P C 6136P 6272P C 6272P C2060 C 2060 C2070 C 2070 C2070P C 2070P 2100 C2060L C 2060L 1250 1250P C 1250P 2250P C 2250P C1060 C 1060 C1070 C 1070 C1070P C 1070P C6000 C 6000 C7000 C 7000 C7000P C 7000P C70hc C 70hc C71cf C 71cf C71hc C 71hc PRO 951 1052 C1060L C 1060L C5500 C 5500 C5501 C 5501 C6000L C 6000L C6500 C 6500 C6501 C 6501 C65hc C 65hc 190,"7, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Insulating Sleeve Upper,A03U729500,Закрепление изображения,"Подшипники, шестерни, втулки",,,,,,,,,,,,,,,,,,,,,,
400000026562,"Картридж Q7570A, black (черный), для лазерных принтеров HP LaserJet M5025, M5035",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030394,"Картридж для лазерного принтера оригинальный  HP CF283A, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033201,"Картридж оригинал. Konica Minolta/Develop TN-616Y A1U9230/A1U9250, для цветных лазерных принтеров C6000/C7000, желтый (yellow), 31000стр A4",,,10,0,5790.0,5789.99,"Bizhub Press C6000, C7000, C7000PBizhub Pro C6000L",Картридж,оригинальный,TN-616Y,A1U92D0,A1U9230,A1U9250,"A1U9252, A1U9232, A1U9230, A1U9253, A1U9230, A1U9260, A1U92D2, A1U92D3",31000,Konica Minolta/Develop,желтый (yellow),для цветных лазерных принтеров,"Konica Minolta Bizhub Press C6000, C7000, C7000P, Bizhub Pro C6000L",630,Япония,C6000/C7000,Konica Minolta Bizhub Press C6000 C6000L C7000 C7000P 6000 C 6000L 7000 7000P Коника Минольта Минолта Бизхуб Бицхаб Пресс replenisher туба флакон порошок краска,"962, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000021563,"Чип тонер-картриджа  совместим. для лазерных принтеров Oki C810/830 (44059118/44059106), пурпурный (magenta), 8000стр A4, Tonex",,,1,0,226.46,268.03,"Чип для принтеров Oki C810, C830, Чип для картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,,,,,"Oki C810, C830","Oki C810, C830",,tonex,,,,,,,,,,,,,,,,,,,,,,,универсальный,,,,,,,,,,,,,,
400000015018,"Чип тонер-картриджа  совместим. для лазерных принтеров Xerox Phaser 6000/6010 106R01634, черный (black), 2000стр A4, Китай",,,4,0,30.59,32.26,"Чип для лазерного принтера Xerox Phaser 6000, 6010. Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,,,,,"106R01630, 106R01634",,,Static Control,,,,,,"Xerox Phaser 6000, 6010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000025606,"Картридж совместимый для цветных лазерных принтеров Canon, RTC 731 M, пурпурный (magenta), с чипом, 1400стр A4, Булат 7Q",,,0,0,718.4,780.86,"Пурпурный тонер-картридж для принтеров Canon LBP 7100, 7110, MF 623, 628, 8230, 8280, заменяющий оригинальные картридж HP CB540A, CE320A, CF210X, картридж Canon 731 MagentaТонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,пурпурный (magenta),,,,http://www.bulatgroup.ru,,,1500,Canon 731 Magenta,,,,,,RTC 731 M,"Canon LBP 7100, 7110, MF 623, 628, 8230, 8280",,,,,,,,,,,,,,,,,,,
400000032629,"Ролик переноса изображения второй в сборе (2nd BTR Bias Transfer Roller Assembly) оригинал. для Xerox C75/J75, 059K79310",,,1,0,35990.0,35990.0,"Xerox Color C75, J75;Digital Color Press DC700, DC700i, DC770;",Ролик переноса изображения второй в сборе,оригинальный,,,,,"055K55903, 059K55900, 059K55901, 059K55902, 059K55903, 059K55904, 059K55905, 059K55906, 059K55907, 059K55908, 059K55909, 059K6839, 059K78320, 059K78321, 059K78322, 059K78323, 059K79310, 059K79311, 059K79312, 059K79313, 059K79314, 059К79312, 544P24849,  544P25231, 641S00706, 641S01058, 859K07840",300000,Xerox,,,"Xerox Color Press C75, J75; Digital Color Press DC700, DC700i, DC770;",,,C75/J75,Вал вторичного переноса Вал для вторичного переноса Вал переноса изображения Второй ролик переноса Ролик вторичного переноса Ролик второго переноса изображения Ролик второго BTR модуля Ролик для передачи изображения Ролик для переноса тонера Ролик для печати Ролик переноса изображения Ролик трансферного узла Ролик финального переноса Ролик BTR Трансферный ролик Узел второго переноса assy в сборе узел переноса узел ролика 2-го переноса блок второго переноса BTR ролик BTR Assembly Image Transfer Roller Second Transfer Roller Secondary Transfer Roller Xerox Color Press C75 J75 colour ксерокс колор калор пресс прес диджитал дижитал дигитал,"3121, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,2nd BTR Bias Transfer Roller Assembly,059K79310,Перенос изображения,Ролики переноса,,,,,,,,,,,,,,,,,,,,,,
400000012655,"Картридж совместимый для ч/б лазерных принтеров Xerox и Samsung, RTC ML-1710, черный (black), с чипом, 2500стр A4, Булат 7Q",,,1,0,865.55,940.82,"Черный тонер-картридж для принтеров Samsung ML1500, ML1510, ML1520, ML1710, ML1740, ML1750, ML1755S, SCX4100, SCX4216F, Xerox Phaser 3130, Xerox WorkCentre PE1, заменяющий оригинальные картриджи ML-1710D2, 109R00725.Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),"Samsung ML1500, ML1510, ML1520, ML1710, ML1740, ML1750, ML1755S, SCX4100, SCX4216F, Xerox Phaser 3130, Xerox WorkCentre PE1",,,http://www.bulatgroup.ru,,,2500,"ML-1710D2, 109R00725",,,,,,RTC ML-1710 с чипом,,,,,,,,,,,,,,,,,,,,
400000026259,"Картридж TK 360, black (черный),  для лазерного принтера Kyocera FS-4020dn",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031065,"Картридж совместимый для цветных лазерных принтеров Xerox, WC 7228, голубой (cyan), 16000стр A4, Булат S-Line",,,0,0,1895.11,2059.9,,Картридж совместимый,,WC 7228,,,,,16000,Булат S-Line,голубой (cyan),для цветных лазерных принтеров Xerox,,,,"Xerox WC 7228, 7235, 7245, 7328, 7335, 7345, 7346; WC Pro C2128, C2636, C3545",,"516, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,https://bulatgroup.ru/,не предусмотрено,"Xerox 006R01281, 006R001176",,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030269,"Картридж совместимый для ч/б лазерных принтеров Brother, NV-TN-2375T, черный (black), с чипом, 2600стр A4, NVPrint",,,1,0,934.55,1015.82,,Картридж совместимый,,NV-TN-2375T,,,,,2600,NVPrint,черный (black),для ч/б лазерных принтеров Brother,,,,"Brother HL 2300, 2340, 2360, 2365, DCP 2500, 2520, 2540, 2560, MFC 2700, 2720, 2740",,"483, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,https://nvprint.ru/,с чипом,Brother TN2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000027176,"Картридж OKI 44469809, black (черный), для лазерного принтера Oki C310, C330, C331, 3500 стр.",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031428,"Фильтр озоновый (Ozone Filter) оригинал. для Konica Minolta C451/C650, A00JR73100",,,0,0,3190.0,3190.01,"Konica Minolta Bizhub C451, C452, C550, C552, C552DS, C650, C652, C652DS",Фильтр озоновый,оригинальный,,,,,не предусмотрено,300000,Konica Minolta,,,"Konica Minolta Bizhub C451, C452, C550, C552, C552DS, C650, C652, C652DS",,,C451/C650,"Konica Minolta Bizhub C451, C452, C550, C552, C552DS, C650, C652, C652DS","111, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Ozone Filter,A00JR73100,Прочее,Фильтры,,,,,,,,,,,,,,,,,,,,,,
400000031974,"Чип тонер-картриджа совместим. 006R01531 для Xerox C550/C570, пурпурный (magenta)",,,368,0,200.0,200.0,"Xerox Color C550, C560, C570",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,34000,Xerox,,,"Xerox Color C550, C560, C570",,,C550/C570,Xerox Color Colour C550 C560 C570,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,006R01531,пурпурный (magenta),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000031977,"Чип тонер-картриджа совместим. 006R01660 для Xerox C60/C70, голубой (cyan)",,,343,0,200.0,200.0,"Xerox Color C60, C70",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,34000,Xerox,,,"Xerox Color C60, C70",,,C60/C70,Xerox Color Colour C60 C70,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,006R01660,голубой (cyan),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000024837,"Фотобарабан  совместим. для лазерных принтеров HP M402, SGT",,,1,0,149.09,162.05,"Фотобарабан для лазерных принтеров HP LaserJet Pro M402, M426, M102, M527, M506, M501, использ. в картриджах HP CF226a. Фотобарабан состоит из металлического цилиндра, на который нанесен фотослой. Фотобарабаны различаются размерами и формой шестерен, обеспечивающих его вращение. На фотобарабане лазер принтера засвечивает области, на которые магнитному валу необходимо нанести тонер. Срок службы фотобарабана зависит от используемых тонера и бумаги.",,,,,,,,,,,,,,,,,,,,,,,,CF226A,"HP LaserJet Pro M402, MFP426","в сборе, шестерня правая",Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031954,"Чип тонер-картриджа совместим. 006R01648 для Xerox Versant 80/280, пурпурный (magenta)",,,0,0,110.0,110.0,Xerox Versant 80/180/280,Чип тонер-картриджа,совместимый,,,,,не предусмотрено,22000,Xerox,,,"Xerox Versant 80, 180, 280 Press",,,Versant 80/280,"Xerox Versant 80, 180, 280 Press","1, грамм",Гарантия на данный товар не предоставляется,ZHN,,006R01648,пурпурный (magenta),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000013234,"Картридж RTC Q2612X black (черный) для лазерных принтеров HP LaserJet 1010, 1012, 1015, 1018, 1020, 1022, 1022n, 1022nw, 3015, 3030, 3050, 3052, 3055, M1319f, заменяет ориг. картриджи Q2612A , 2000стр, произв. Булат (7Q)",,,0,0,549.31,597.08,"Черный тонер-картридж для принтеров HP LaserJet 1010, 1012, 1015, 1018, 1020, 1022, 1022n, 1022nw, 3015, 3030, 3050, 3052, 3055, M1319f, заменяющий оригинальные картриджи Q2612X . Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц нашего тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),"HP LaserJet 1010, 1012, 1015, 1018, 1020, 1022, 1022n, 1022nw, 3015, 3030, 3050, 3052, 3055, M1319f",,,http://www.bulatgroup.ru,,,2000,Q2612A,,,,,,Q2612X с чипом,,,,,,,,,,,,,,,,,,,,
400000029494,"Картридж оригинал. Konica Minolta TN512M A33K352/A33K392, для цветных лазерных принтеров C454/C554, пурпурный (magenta), 26000стр A4",,,3,0,4790.0,4790.0,"Оригинальный черный тонер-картридж TN512M для использования с принтерами Konica Minolta Bizhub C454, C454e, C554, C554e. Ресурс картриджа составляет около 26 000 страниц.",Картридж,оригинальный,TN512M,A33K392G,A33K352,A33K392,A33K292G,26000,Konica Minolta,пурпурный (magenta),для цветных лазерных принтеров,"Konica-Minolta Bizhub C454, C454e, C554, C554e","502,3",Япония,C454/C554,Konica Minolta bizhub C454 C454e C554 C554e C 454 C 454e C 554 C 554e Коника Минолта Минольта Бизхаб Бицхаб replenisher тонер туба флакон порошок краска картриж тонер-картридж,"700, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000016872,"Картридж TK-1110 black (черный) для лазерных принтеров Kyocera FS1040, 1020MFP, 1120MFP, 2500стр, произв. Kyocera",,,0,0,2088.11,1939.91,,,,,,,,,,,,,,,,,,"238, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
