printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Происхождение товара,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Альтернативные артикулы,"char_Ресурс, стр A4",char_Бренд,char_Цвет тонера,char_Назначение,char_Используется в принтерах,"char_Вес тонера в картридже, г",char_Страна-производитель,char_Принтеры для наименования,char_Ключевые слова,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Модель запчасти,char_Цветность,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Тип,char_Количество страниц,char_Цвет,char_Для использования с принтерами,char_Совместимый картридж,char_Для использования с принтерами/МФУ,char_Сайт производителя,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Ресурс,char_Модель заменяемых оригинальных картриджей,char_Наименование производителя,char_Номер запчасти (Part number),char_Группа товара,char_Подгруппа товара,"char_Вес тонера с девелопером в картридже, г",char_Наименование картриджа,"char_Для использования с принтерами, совместимость",char_Масса тонера,"char_Ресурс, стр","char_Масса тонера, г","char_Вес тонер, г",char_Регион использования,char_Совместимые принтеры,char_Заводской номер запчасти,char_Совместимость,"char_Количество отпечатков, стр",char_Продукт IG,char_Технология печати,char_Влажность при эксплуатации,char_Температура хранения,char_Размеры упаковки,char_Вес,char_Тип запчасти,"char_Ресурс отпечатков, л",char_Продукт Kyocera,char_Вес картриджа
400000030955,"Картридж оригинал. Xerox 006R01531, для цветных лазерных принтеров C550/C570, пурпурный (magenta), 32000стр A4",,,0,0,9310.0,9310.0,Xerox Color 550/560/570,Картридж,оригинальный,не предусмотрено,006R01531,006R01531,,,32000,Xerox,пурпурный (magenta),для цветных лазерных принтеров,,,США,C550/C570,Xerox Color Colour C550 C560 C570 C60 C70 C 550 C 560 C 570 C 60 C 70 PrimeLink Prime Link C9065 C9070  C 9065 C 9070 Праймлинк колор калэр калор colour пресс ксерокс тонер туба replenisher краска,"1389, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032977,"Картридж оригинал. Xerox 006R01530/CT201705, для цветных лазерных принтеров C550/570, желтый (yellow), 34000стр A4",,,98,0,6790.0,6790.0,"Xerox Primelink C550/C560/C570Внимание, для работы картриджа в МФУ требуется заменачипа!",Картридж,оригинальный,не предусмотрено,006R01526,006R01530,CT201705,"006R01526, 006R01737, CT201589",34000,Xerox,желтый (yellow),для цветных лазерных принтеров,"Xerox Color 550, 560, 570",638,США,C550/570,Xerox Color Colour C550 C560 C570 C60 C70 C 550 C 560 C 570 C 60 C 70 PrimeLink Prime Link C9065 C9070  C 9065 C 9070 Праймлинк колор калэр калор colour пресс ксерокс тонер туба replenisher краска,"1315, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,737,,,,,,,,,,,,,,,,,,,,,
400000030391,"Картридж для лазерного принтера оригинальный  HP CF217A, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031366,"Коротрон заряда (Charge Corona Unit) оригинал. для Konica Minolta C6085/C6100, A92WR70300",,,21,0,6900.0,6900.0,"Konica Minolta AccurioPress C6085, 6100",Коротрон заряда,оригинальный,,,,,A92WR70311,350000,Konica Minolta,,,"Konica Minolta AccurioPress C6085, 6100",,,C6085/C6100,Блок заряда Блок коронного разряда Блок короны заряда Блок коротрона Зарядная корона Зарядная нить Зарядное устройство Зарядный коротрон Коратрон Корона заряда Коронарная проволока Коронарная решетка Коронарный блок Коронарный провод Коронарный узел Коронарный электрод Коронатор Коронатор заряда Коронный провод Коронный разряд Коротон Коротрон Коротрон главного заряда Коротрон заряда Коротрон зарядки Кортрон Нить коротрона Проволока заряда Сетка коротрона Узел заряда Узел коронного заряда Узел коротрона Экранированный коротрон (скоротрон) Charge Corona Unit Charge Corotron Charge Corotron Cartridge Charging Corona Charging Pole Unit Corona Wire Kоnica Коника Conika Konika Minolta Минолта Минольта Акку Аку Акурио Акуриопресс Аккуриопресс Акуриопрес Аккуриопрес Акурио пресс Аккурио пресс Акурио прес Аккурио прес C6085 6100 C 6085 6100,"1100, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Charge Corona Unit,A92WR70300,Формирование изображения,"Коротроны, валы заряда",,,,,,,,,,,,,,,,,,,,,,
400000027143,"Фотобарабан  совместим. для лазерных принтеров HP LJ3015, SGT",,,2,0,259.61,282.19,Фотобарабан для принтеров HP LaserJet P3015,Фотобарабан,совместимый,,,,,,нет данных,SGT,,,,,,,HP LaserJet P3015,"168, грамм",Гарантия на данный товар не предоставляется,Булат,"CE255A, CE255X",HP LJ3015,не предусмотрено,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033045,"Картридж оригинал. Canon T07 3641C001, для цветных лазерных принтеров C165/C265, черный (black), 92600стр A4",,,0,0,12900.0,12899.99,,Картридж,оригинальный,T07,3641C001,3641C001,не предусмотрено,3641C001AA,92600,Canon,черный (black),для цветных лазерных принтеров,"Canon imagePRESS C165, C170, C265, C270, imagePRESS Lite C165, Lite C170, Lite C265, Lite C270",1650,Япония,C165/C265,Цифровая печатная машина Canon image PRESS 3831C003 F42-9301 F42 9301 F429301 8066B00 Кэнон,"2067, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,нет данных,,,,,,,,,,,,,,,,,,,,,
400000030372,"Картридж для лазерного принтера оригинальный  HP CF287A, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000029972,"Картридж для лазерного принтера оригинальный  Brother TN-6300, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032754,"Картридж совместимый для цветных лазерных принтеров Canon, RTC 718M, пурпурный (magenta), с чипом, 2900стр A4, Булат 7Q",,,2,0,1002.76,1089.96,,Картридж совместимый,,RTC 718M,,,,,2900,Булат 7Q,пурпурный (magenta),для цветных лазерных принтеров Canon,,,,"Canon LBP7200cdn, LBP7210cdn, LBP7660cdn, LBP7680cx, MF724cdw, MF728cdw, MF8330cdn, MF8340cdn, MF8350cdn, MF8360cdn, MF8380cdw, MF8540cdn, MF8550cdn, MF8580cdw",,"628, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,https://bulat-group.ru,с чипом,Canon 718 Magenta,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000013848,"Картридж совместимый для ч/б лазерных принтеров Canon и HP, RTC CE285A/725, черный (black), с чипом, 1600стр A4, Булат 7Q",,,27,0,394.99,429.34,"Черный тонер-картридж для принтеров HP LaserJet P1101, P1102, P1103, P1104, P1106, P1108, P1109, M1132, M1137, M1212, M1214, M1217, M1218, Canon i SENSYS LBP6000, LBP6020, MF3010(C725) заменяющий оригинальные картриджи CE285A, 725. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),,,,http://www.bulatgroup.ru,,,1600,"CE285A, 725",,,,,,RTC CE285A,"HP LaserJet P1101, P1102, P1103, P1104, P1106, P1108, P1109, M1132, M1137, M1212, M1214, M1217, M1218, Canon i SENSYS LBP6000, LBP6020, MF3010(C725)",,,,,,,,,,,,,,,,,,,
400000026359,"Картридж TK-6115 Kyocera Ecosys 4125idn, 4132idn, black (черный)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000009850,"Вал магнитный (в сборе)  совместим. для лазерных принтеров HP LJ P1005/1505, Китай",,,107,0,65.57,71.27,"Магнитный вал для лазерных принтеров HP LJ P1005, P1006, 1505, M1120, M1522 и картриджей CB435A, CB436A. Магнитный вал предназначен для формирования слоя тонера, который переносится на фотобарабан. Магнитный вал частично находится в бункере с тонером, где на его оболочке с помощью вращения и дозирующего лезвия образуется слой тонера. Вал играет значительную роль при печати, срок его службы зависит, прежде всего, от качества тонера.",,,,,,,,,,,,,,,,,,,,,,,,"CB435A, CB436A","HP LJ P1005, P1006, 1505, M1120, M1522",оболочка,Boost http://www.boosttechnologies.ru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000005340,"Картридж С4092A Black (черный) для лазерных принтеров лазерного принтера HP LJ 1100,  произв. JetPrint",,,0,0,843.96,1036.75,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000028665,"Картридж HP Q7560A, black (черный), для лазерных принтеров HP Color LaserJet 2700, 3000, 6500 стр, производ.",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031952,"Чип для лазерных принтеров Xerox Versant 80/180 Press и картриджей 006R01646, черный (black)",,,0,0,110.01,110.0,Xerox Versant 80/180/280,Чип тонер-картриджа,совместимый,,,,,,30000,Xerox,,,,,,,Xerox Versant 80/180/280,"1, грамм",Гарантия на данный товар не предоставляется,ZHN,,Xerox Versant 80/180/280,черный (black),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030662,"Печной ремень  совместим., Konica Minolta",,,0,0,2290.0,2289.99,"Термопленка для принтеров Konica Minolta Bizhub 554e, 558, 558e, 654, 654e, 658e, 754, 754e, 758, 808, C554, C554e, C654, C654e, C659, C754, C754e, C759",Печной ремень,совместимый,,,,,,нет данных,Konica Minolta,,,,,,,"Konica Minolta Bizhub 554e, 558, 558e, 654, 654e, 658e, 754, 754e, 758, 808, C554, C554e, C654, C654e, C659, C754, C754e, C759","116, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031836,"Блок фотобарабана (Drum Unit) оригинал. для Xerox (Fujifilm) C560/C70, черный (black), CT350867 (013R00663)",,,19,0,14280.0,14280.01,"Внимание! Для работы фотобарабана требуется замена чипа!Чип для Xerox Color C550, C560, C570, C60, C70; PrimeLink C9065, C9070Чип для Color C75, J75;Чип для Digital Color Press DC700, DC700i, DC770;",Блок фотобарабана,оригинальный,,,,,CT350887,190000,Xerox (Fujifilm),,,"Xerox Color C550, C560, C570; C60, C70; PrimeLink C9065, C9070",,,C560/C70,Xerox Color Colour C550 C560 C570 CC60 C70 C75 J75 C 550 C 560 C 570 C 60 C 70 C 75 J 75 PrimeLink Prime Link C9065 C9070 Digital Color Press DC700 DC700i Фотобарабан Drum барабан барабаны фотовал фоторецептор фоторецепторы ксерографии драмы Unit блок модуль узел Xerox Ксероркс Color колор калэр калор PrimeLink Праймлинк Прайм линк Digital Диджитал Дигитал Press Пресс Прес,"1288, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,черный (black),,,,,,,,,,,,,,,,,Drum Unit,CT350867 (013R00663),Формирование изображения,Блок фотобарабана,,,,,,,,,,,,,,,,,,,,,,
400000031472,"Картридж оригинал. Konica Minolta TN-622EK A5E7130/A5E7150, для цветных лазерных принтеров C1100/C6085, черный (black), 88000стр A4",,,49,0,7690.0,7690.0,"Konica Minolta bizhub press C1085, C1100, AccurioPress C6085, C6100",Картридж,оригинальный,TN-622EK,A5E7130,A5E7130,A5E7150,"A5E7151, A5E715H, A5E715J",88000,Konica Minolta,черный (black),для цветных лазерных принтеров,"Konica Minolta bizhub press C1085, C1100, AccurioPress C6085, C6100",1645,Япония,C1100/C6085,Konica Minolta bizhub press C1085 C1100 C 1085 C 1100 AccurioPress C6085 C6100 C 6085 C 6100 Коника Минолта Минольта Бизхаб Бицхаб пресс Акурио Аккурио replenisher тонер туба флакон порошок краска,"2145, грамм",10 месяцев,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032873,"Крышка тонер-картриджа (Toner Cartridge Cover) совместим. для Xerox C560/C70, голубая (cyan)",,,30,0,109.0,108.99,"Крышка — это запасная часть тонер-картриджа, совместимая с принтерами Xerox Color 550/560/570, C60/C70, PrimeLink C9065/C9070. Она предназначена для защиты содержимого картриджа и обеспечивает правильную фиксацию картриджа в устройстве. Крышка используется при ремонте или восстановлении картриджа, например, при его повторной заправке тонером.Кроме того, если у вас есть картридж от Xerox DC250 или Xerox DCP700, вы можете переставить крышку и установитьчип от Xerox Color 550/560/570, отXerox Color C60/C70или отPrimeLink C9065/C9070. После такой модификации картридж станет совместимым с соответствующей моделью принтера. Это возможно благодаря идентичному составу тонера и девелопера, а также схожей конструкции картриджей — различия между ними заключаются лишь в крышке и чипе.",Крышка тонер-картриджа,совместимый,,,,,не предусмотрено,нет данных,Xerox,,,"Xerox Color C550, C560, C570; C60, C70; PrimeLink C9065, C9070",,,C560/C70,Xerox Color Colour 550 560 570 C550 C560 C570 C60 C70 C 60 C 70 PrimeLink Prime Link C9065 C9070 C 9065 C 9070 крышка сменная End Cap фиксация фиксации крепление закрывашка ручка,"47, грамм",Гарантия на данный товар не предоставляется,NK,,не предусмотрено,голубая (cyan),,,,,,,,,,,,,,,,,Toner Cartridge Cover,не предусмотрено,Прочее,Крышки,,,,,,,,,,,,,,,,,,,,,,
400000030950,"Блок ленты переноса (Transfer Belt Unit) оригинал. для Konica Minolta C227/C287, A797R73400/ACM1PP6600",,,11,0,15990.0,15990.0,"Konica Minolta Bizhub C226, C227, C227i, C256, C257i, C266, C287, C287i",Блок ленты переноса,оригинальный,,,,,"A797R70011, A797R70022, A797R70033, A797R70044, A797R70055, A797R700FR, ACM1V501FR",250000,Konica Minolta,,,"Konica Minolta Bizhub C226, C227, C227i, C256, C257i, C266, C287, C287i",,,C227/C287,Агрегат трансферной ленты Блок для переноса тонера Блок изображения Блок переноса изображения Блок переноса тонера Блок ремня переноса Блок трансфера Блок трансферной ленты Блок IBT Блок TBU Комплект ленты переноса Комплект переноса Модуль для принтера Модуль ленты переноса Модуль переноса Модуль промежуточной ленты переноса Модуль IBT Belt Сборка ленты переноса Сборка ремня переноса изображения Трансферный блок Трансферный модуль Трансферный ремень в сборе Узел для переноса изображения Узел ленты переноса Узел переноса Узел транспортировки тонера Узел трансферной ленты IBT Unit Image Transfer Belt Unit Intermediate Transfer Belt Unit Transfer Belt Unit аналог Коника Conika Konika бицхаб бизхаб C 226 C 227 C 227i C 256 C 257i C 266 C 287 C 287i С226 С227 С227i С256 С257i С266 С287 С287i,"4100, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,не предусмотрено,,,,,,,,,,,,,,,,,Transfer Belt Unit,A797R73400/ACM1PP6600,Перенос изображения,Ленты переноса,,,,,,,,,,,,,,,,,,,,,,
400000020052,"Картридж совместимый для ч/б лазерных принтеров HP, RTC CE390A, черный (black), с чипом, 10000стр A4, Булат 7Q",,,5,0,1863.92,2021.52,"Черный тонер-картридж для принтеров HP LJ M4555mfp, M600, M601, M602, M603 заменяющий оригинальные картриджи RTC CE390A. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),,,,http://www.bulatgroup.ru,,,10000,CE390A,,,,,,RTC CE390A,"M4555mfp, M600, M601, M602, M603",,,,,,,,,,,,,,,,,,,
400000030423,"Картридж для лазерного принтера оригинальный  Kyocera TK-60, черный (black)",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"896, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031573,"Чип тонер-картриджа совместим. 006R01529 для Xerox C550/C570, черный (black)",,,0,0,200.0,200.0,"Xerox Color C550, C560, C570",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,нет данных,Xerox,,,"Xerox Color C550, C560, C570",,,C550/C570,Xerox Color Colour C550 C560 C570,"1, грамм",Гарантия на данный товар не предоставляется,CB,,006R01529,черный (black),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000031987,"Чип тонер-картриджа совместим. 006R01649 для Xerox Versant 80/280, желтый (yellow)",,,393,0,110.0,110.0,Xerox Versant 80/180/280,Чип тонер-картриджа,совместимый,,,,,не предусмотрено,22000,Xerox,,,"Xerox Versant 80, 180, 280 Press",,,Versant 80/280,"Xerox Versant 80, 180, 280 Press","1, грамм",Гарантия на данный товар не предоставляется,JDY,,006R01649,желтый (yellow),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000020131,"Картридж совместимый для ч/б лазерных принтеров Kyocera, RTC TK-170, черный (black), с чипом, 7200стр A4, Булат S-Line",,,0,0,941.08,822.91,"Черный тонер-картридж для принтеров FS1320, 1370 заменяющий оригинальные картриджи TK 170. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат,,,black (черный),,,,http://www.bulatgroup.ru,,,7200,ТК 170,,,,,,TK 170,"FS1320, 1370",,,,,,,,,,,,,,,,,,,
400000021766,"Чип тонер-картриджа  совместим. для лазерных принтеров Kyocera FS-C5150DN (TK-580Y), желтый (yellow), 2800стр A4, Tonex",,,1,0,47.28,55.93,"Чип для лазерных принтеровKyocera Mita FS-С5150, и картриджей TK-580Y.Чип для лазерного картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,,,,,TK-580Y,Kyocera Mita FS-С5150,,Tonex,,,,,,,,,,,,,,,,,,,,,,,Европа,,,,,,,,,,,,,,
400000020609,"Фотобарабан  совместим. для лазерных принтеров HP Color LJ 2600, Tonex",,,0,0,221.21,261.78,"Фотобарабан для лазерных принтеров HP CLJ 1600, 2600, 2605, CM1015, CM1017 и картриджей Q6000A. Фотобарабан состоит из металлического цилиндра, на который нанесен фотослой. Фотобарабаны различаются размерами и формой шестерен, обеспечивающих его вращение. На фотобарабане лазер принтера засвечивает области, на которые магнитному валу необходимо нанести тонер. Срок службы фотобарабана зависит от используемых тонера и бу",,,,,,,,,,,,,,,,,,,,,,,,Q6000A,"HP CLJ 1600, 2600, 2605, CM1015, CM1017",,Tonex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030271,"Картридж совместимый для ч/б лазерных принтеров HP, NV-CE278A, черный (black), с чипом, 2100стр A4, NVPrint",,,38,0,447.38,632.01,,Картридж совместимый,,NV-CE278A,,,,,2100,NVPrint,черный (black),для ч/б лазерных принтеров HP,,,,"HP LaserJet Pro M1536, P1566, P1606",,"630, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,https://nvprint.ru/,с чипом,HP CE278A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000030639,"Фотобарабан  совместим. для лазерных принтеров Samsung ML 2165, Китай",,,45,0,100.66,109.41,,Фотобарабан,совместимый,,,,,,нет данных,Китай,,,,,,,"Samsung ML 2160, ML 2162, ML 2165, ML 2167, ML 2168, SCX 3400, SCX 3405, SCX 3407, SF 760","50, грамм",Гарантия на данный товар не предоставляется,RST,Samsung MLT D101S,Samsung ML 2165,не предусмотрено,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000026292,"Картридж TK 440 , black (черный), для лазерных принтеров Kyocera FS6950",,,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,"0, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031973,"Чип тонер-картриджа совместим. 006R01530 для Xerox C550/C570, желтый (yellow)",,,319,0,200.0,200.0,"Xerox Color C550, C560, C570",Чип тонер-картриджа,совместимый,,,,,не предусмотрено,34000,Xerox,,,"Xerox Color C550, C560, C570",,,C550/C570,Xerox Color Colour C550 C560 C570,"1, грамм",Гарантия на данный товар не предоставляется,JDY,,006R01530,желтый (yellow),,,,,,,,,,,,,,,,,не предусмотрено,не предусмотрено,Прочее,Чипы,,,,,,,,,,,,,,,,,,,,,,
400000017404,"Картридж Konica Minolta TN321C cyan (голубой) для лазерных принтеров Konica Minolta C224, C284, 364, 25000стр, произв. Konica Minolta (A33K450)",,,0,0,4790.0,4790.0,"Оригинальный голубой тонер-картридж TN321C для использования с принтерами Konica-Minolta C224, C284, 364. Ресурс картриджа составляет около 25 000 страниц.",,,,,,,,,,,,,,,,,,,,,,,,,,,Konica-Minolta,,,cyan (голубой),,,,http://www.konicaminolta.ru,,,,,,,,,,TN321C,"Konica-Minolta C224, C284, 364",,25000,,,,,,,,,,,,,,,,,
400000017386,"Картридж RTC 1610/P3200 для лазерных принтеров Samsung ML 1610, 1615, 2010, 2015, 2510, 2570, 2571, SCX 4321, 4521, Xerox phaser PH3200MFPB/N, заменяет ориг. картриджи 1610, P3200, Булат (7Q)",,,0,0,737.36,801.47,"Черный тонер-картридж RTC 1610/P3200 для лазерных принтеров Samsung ML-1610, 1615, 2010, 2015, 2510, 2570, 2571, SCX-4321, 4521, Xerox phaser PH3200MFPB/N, заменяющий оригинальные картриджи 1610, P3200.Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке.Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,,,,,Булат http://www.bulatgroup.ru,,,black (черный),,,,,,,,"1610, P3200",,,,,,RTC 1610/P3200,"Samsung ML-1610, 1615, 2010, 2015, 2510, 2570, 2571, SCX-4321, 4521, Xerox phaser PH3200MFPB/N",,,,,,,,,,,,,,,,,,,
400000032121,"Блок девелопера (Developer Housing) оригинал. для Xerox (Fujifilm) C550/J75, черный (black), 604K86360",,,16,0,12390.0,14190.0,"Xerox Color C550, C560, C570; C60, C70;Digital Color Press 700, 700i, 770; C75; J75;PrimeLink C9065, C9070;DocuColor 240, 250, 242, 252, 260;WorkCentre 7655, 7665, 7675, 7755, 7765, 7775",Блок девелопера,оригинальный,,,,,"604K50040, 604K50041, 604K50042, 604K50043, 604К86360, 604K86361, 604K86362, 604K86363, 604K85120, 641S00734",1500000,Xerox (Fujifilm),,,"Xerox Color C550, C560, C570; C60, C70; Digital Color Press 700, 700i, 770, C75, J75; PrimeLink C9065, C9070; DocuColor 240, 250, 242, 252, 260; WorkCentre 7655, 7665, 7675, 7755, 7765, 7775",,,C550/J75,"Xerox DocuColor Docu Color Colour DC240 DC242 DC250 DC252 DC260 DC 240 DC 242 DC 250 DC 252 DC 260 Color Colour C550 C560 C570 C60 C70 C75 J75 C 550 C 560 C 570 C 60 C 70 C 75 J 75 Digital Color Press 700 700i 770 PrimeLink Prime Link C9065 C9070 C 9065 C 9070 WorkCentre 7655, 7665, 7675, 7755, 7765, 7775 WC7655 WC7665 WC7675 WC7755 WC7765 WC7775 праймлинк ксерокс колор калор пресс линк воркцентр вёркцентр ворк вёрк docu DocuColor доку PrimeLink Prime colour color праймлинк ксерокс колор калор docu DocuColor доку воркцентр вёркцентр ворк вёрк housing assembly assy developer проявки проявка носитель","1458, грамм",Гарантия на данный товар не предоставляется,,,не предусмотрено,черный (black),,,,,,,,,,,,,,,,,Developer Housing,604K86360,Формирование изображения,Блок девелопера,,,,,,,,,,,,,,,,,,,,,,
