printer_id,name,cartridges,parts,availability,in_transit,wholesale_price,retail_price,description,char_Тип товара,char_Наименование производителя,char_Бренд,char_Происхождение товара,char_Модель запчасти,"char_Ресурс, стр A4",char_Цветность,char_Номер запчасти (Part number),char_Альтернативные артикулы,char_Используется в принтерах,char_Принтеры для наименования,char_Ключевые слова,char_Группа товара,char_Подгруппа товара,char_Вес в упаковке,char_Гарантия,char_Поставщик,char_Для использования с картриджами,char_Категория товара,char_Совместимые картриджи,"char_Для использования с принтерами/МФУ, совместимость",char_Особенности,char_Производитель,char_Название модели,char_Артикул,char_Артикул Восточноевропейский,char_Артикул Азиатский,char_Цвет тонера,char_Назначение,"char_Вес тонера в картридже, г","char_Вес тонера с девелопером в картридже, г",char_Страна-производитель,char_Наличие чипа,char_Модель заправляемых оригинальных картриджей,char_Сайт производителя,char_Регион использования,char_Наименование картриджа,char_Цвет,char_Модель заменяемых оригинальных картриджей,"char_Для использования с принтерами, совместимость",char_Ресурс,char_Масса тонера,char_Совместимый картридж,char_Для использования с принтерами/МФУ,"char_Ресурс, стр","char_Вес тонер, г",char_Тип,char_Совместимые принтеры,char_Заводской номер запчасти,char_Для использования с принтерами,"char_Ресурс отпечатков, л",char_Совместимость,"char_Масса тонера, г","char_Количество отпечатков, стр",char_Количество страниц,char_Тип запчасти
400000011759,"Фотобарабан  совместим. для лазерных принтеров HP LJ 1100/5L, SGT",,,1,0,116.18,126.28,"Фотобарабан для принтеров HP LJ 1100, 3100, 3150, 3200, 5L, 6L.",,,,,,,,,,,,,,,,,,,,"C4092A, C3906A","HP LJ 1100, 3100, 3150, 3200, 5L, 6L",,Asia AC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033691,"Картридж оригинал. Ricoh 828516/828512, для цветных лазерных принтеров C9200/C9210, пурпурный (magenta), 48000стр A4",,,20,0,11690.0,11690.0,,Картридж,,Ricoh,оригинальный,,48000,,,828571,"Ricoh Pro C9200, C9210",C9200/C9210,Ricoh Pro Про Rico Rikoh Riko Рико Рикох replenisher тонер туба флакон порошок краска картриж С9200 С9210 С 9200 С 9210,,,"2060, грамм",10 месяцев,,,,,,,,не предусмотрено,828571,828516,828512,пурпурный (magenta),для цветных лазерных принтеров,1482,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000021250,"Чип тонер-картриджа  совместим. для лазерных принтеров Kyocera FS-C2026/C2126MFP (TK-590M), пурпурный (magenta), 5000стр A4, Tonex",,,1,0,110.93,128.83,"Чип для принтеров Kyocera FS-C2026, C2126MFP и картриджей TK-590M. Чип для картриджа — микросхема памяти, на которой записаны характеристики картриджа. Количество израсходованного тонера, подсчитанное чипом, лишь приблизительно и на момент когда, согласно подсчету, тонер израсходован и печать блокируется, картридж содержит еще около 30% тонера. Таким образом, замена чипа позволяет значительно сэкономить на расходных материалах лазерного принтера.",,,,,,,,,,,,,,,,,,,,TK-590M,"Kyocera FS C2026, C2126MFP",,Tonex,,,,,,,,,,,,,универсальный,,,,,,,,,,,,,,,,,,,,
400000032686,"Печной ремень (Fuser Belt) оригинал. для Canon VP135, 1060075549",,,4,0,29900.0,29900.01,"Canon VarioPrint 110, 115, 120, 130, 135, 140",Печной ремень,Fuser Belt,Canon,оригинальный,не предусмотрено,нет данных,не предусмотрено,1060075549,нет данных,"Canon VarioPrint 110, 115, 120, 130, 135, 140",VP135,Лента для запекания тонера Лента для печки Лента термозакрепления Нагревательная лента Нагревательный ремень Печной ремень Плёнка печки Ремень для запекания Ремень для термоблока Ремень для фиксации изображения Ремень для фьюзера Ремень печки Ремень термоблока Ремень фьюзера Термолента Термопленка Терморемень Фьюзерная лента Фьюзерный ремень Fusing Belt Кэнон Канон VarioPrint Vario Print Вариопринт Варио принт VarioPrint VP110 VP115 VP120 VP130 VP135 VP140 VP 110 VP 115 VP 120 VP 130 VP 135 VP 140 VР110 VР115 VР120 VР130 VР135 VР140,Закрепление изображения,Печные валы и ремни,"344, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000032568,"Электромагнитная муфта (Clutch) оригинал. для Konica Minolta C224/C558, A161M20400",,,10,0,1790.0,1790.01,"Konica Minolta Bizhub 224e, 284e, 308, 308e, 364e, 368, 368e, 454e, 458, 458e, 554e;C224, C224e, C258, C284, C284e, C308, C364, C364e, C368, C454, C454e, C458, C554, C554e, C558",Электромагнитная муфта,Clutch,Konica Minolta,оригинальный,не предусмотрено,нет данных,не предусмотрено,A161M20400,"A161M20400, A161M20401","Konica Minolta Bizhub 224e, 284e, 308, 308e, 364e, 368, 368e, 454e, 458, 458e, 554e; C224, C224e, C258, C284, C284e, C308, C364, C364e, C368, C454, C454e, C458, C554, C554e, C558",C224/C558,Деталь привода подачи бумаги Клатч для подачи бумаги Клатч подачи бумаги Компонент системы транспортировки бумаги Муфта блока подачи бумаги Муфта бумажного тракта Муфта бумажной подачи Муфта включения подачи Муфта движущая Муфта для бумажного механизма Муфта для движения бумаги Муфта для подачи в принтер Муфта для подачи листов Муфта для подающего узла Муфта для протяжки листов Муфта драйвера подачи бумаги Муфта захвата Муфта захвата бумаги Муфта конвейера бумаги Муфта лотка подачи бумаги Муфта механизма подачи Муфта передачи Муфта подачи Муфта подачи бумаги Муфта подачи для лотка Муфта подачи из лотка Муфта подачи листов Муфта подачи листов Муфта подающего механизма Муфта подающего ролика Муфта привода Муфта привода Муфта привода бумаги Муфта привода захвата Муфта привода лотка Муфта привода лотка Муфта привода подачи Муфта привода подачи бумаги Муфта привода подающего вала Муфта привода ролика Муфта привода роликов подачи Муфта привода тракта Муфта привода транспортировки Муфта привода Konica Minolta Муфта привода PF (Paper Feed) Муфта протяжки Муфта протяжная Муфта роликов подачи Муфта сцепления Муфта транспортировки Муфта транспортировки Муфта транспортировки бумаги Муфта узла захвата бумаги Муфта узла подачи Муфта управления подачей Муфта фрикционная подачи бумаги Муфта электромагнитная Муфта электромагнитная Узел электромагнитной муфты подачи Электро-муфта Электромагнитное сцепление Электромагнитный клатч Электромагнитный механизм подачи Электромагнитный привод Электромеханическая муфта подачи бумаги Электромуфта подачи бумаги Clutch Assembly Drive Clutch Driving Clutch Driving Clutch Electromagnetic Clutch Electromagnetic Drive Clutch Feed Clutch Feed Drive Clutch Input Clutch Intermediate conveyance clutch /1 Intermediate conveyance clutch /2 Intermediate conveyance clutch /3 Intermediate conveyance clutch/1 (CL5) Intermediate conveyance clutch/2 (CL6) Intermediate conveyance clutch/3 (CL7) LCT feed clutch Paper Feed Clutch Paper feed clutch/1 (CL1) Paper feed clutch/2 (CL2) Paper feed clutch/3 (CL3) Paper Feed Drive Clutch Paper Feed Driving Clutch Paper Feeding Clutch Paper Handling Clutch Paper Pickup Clutch Paper Transport Clutch Pre-registration clutch /1 Pre-registration clutch /2 Pre-registration clutch /3 Registration clutch Transport Clutch Коника Минолта Минольта бицхаб бизхаб 224e 284e 308 308e 364e 368 368e 454e 458 458e 554e C 224 C 224e C 258 C 284 C 284e C 308 C 364 C 364e C 368 C 454 C 454e C 458 C 554 C 554e C 558 224е 284е 308е 364е 368е 454е 458е 554е С224 С224е С258 С284 С284е С308 С364 С364е С368 С454 С454е С458 С554 С554е С558,Прочее,Муфты,"49, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031203,"Девелопер (Developer) оригинал. DV-613K для Konica Minolta C8000, черный (black), A1DY600",,,2,0,11790.0,11790.0,Konica Minolta Bizhub PRESS C8000,Девелопер,Developer,Konica Minolta,оригинальный,DV-613K,300000,черный (black),A1DY600,не предусмотрено,Konica Minolta Bizhub PRESS C8000,C8000,Konica Minolta Bizhub PRESS C8000 C 8000 Коника Минолта Минольта бизхаб бицхаб пресс про девелопер проявитель проявителя проявка,Формирование изображения,Девелоперы,"1300, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000033513,"Картридж совместимый для ч/б лазерных принтеров Pantum, RTC TL-428H, черный (black), с чипом, 3000стр A4, Булат 7Q",,,6,0,691.56,751.7,,Картридж совместимый,,Булат 7Q,,,3000,,,,,"Pantum P3308DN, P3308DW, M7108DN, M7108DW",,,,"561, грамм",Гарантия на данный товар не предоставляется,,,,,,,,RTC TL-428H,,,,черный (black),для ч/б лазерных принтеров Pantum,,,,с чипом,TL-428H,https://bulatgroup.ru,,,,,,,,,,,,,,,,,,,,,
400000030907,"Фотобарабан  совместим. для лазерных принтеров Konica Minolta C554, Китай",,,7,0,590.01,641.31,"Фотобарабан совместимый для принтеров Konica Minolta Bizhub 554e, 558, 558e, 654, 654e, 658e, 754, 754e, 758, 808, C554, C554e, C654, C654e, C659, C754, C754e, C759",Фотобарабан,,Китай,совместимый,Konica Minolta C554,нет данных,не предусмотрено,,,,,"Konica Minolta Bizhub 554e, 558, 558e, 654, 654e, 658e, 754, 754e, 758, 808, C554, C554e, C654, C654e, C659, C754, C754e, C759",,,"130, грамм",Гарантия на данный товар не предоставляется,KI,не предусмотрено,Фотобарабаны,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031116,"Блок фотобарабана (Drum Unit) оригинал. DR-316K для Konica Minolta C250i/C360i, черный (black), AAV70RD",,,10,0,17900.0,17899.99,"Konica Minolta Bizhub C250i, C300i, C360i",Блок фотобарабана,Drum Unit,Konica Minolta,оригинальный,DR-316K,170000,черный (black),AAV70RD,не предусмотрено,"Konica Minolta Bizhub C250i, C300i, C360i",C250i/C360i,Konica Minolta Bizhub C250i C300i C360i C 250 250i 300 300i 360 360i i,Формирование изображения,Блок фотобарабана,"1090, грамм",Гарантия на данный товар не предоставляется,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000031935,"Картридж оригинал. Xerox (Fujifilm) 006R01529/CT201586, для цветных лазерных принтеров C550/C570, черный (black), 30000стр A4",,,128,0,6590.0,6589.99,"Xerox Primelink C550/C560/C570Внимание, для работы картриджа в МФУ требуется заменачипа!",Картридж,,Xerox (Fujifilm),оригинальный,,30000,,,006R01525,"Xerox Color 550, 560, 570",C550/C570,Xerox Color Colour C550 C560 C570 C60 C70 C 550 C 560 C 570 C 60 C 70 PrimeLink Prime Link C9065 C9070  C 9065 C 9070 Праймлинк колор калэр калор colour пресс ксерокс тонер туба replenisher краска,,,"1450, грамм",10 месяцев,,,,,,,,не предусмотрено,CT201586,006R01529,CT201586,черный (black),для цветных лазерных принтеров,638,780,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000031356,"Картридж оригинал. Konica Minolta TN-627C EU ACVV450/ACVV430, для цветных лазерных принтеров C12000/C14000, голубой (cyan), 208400стр A4",,,5,0,14900.0,14900.0,"Konica Minolta AccurioPress C12000, C14000",Картридж,,Konica Minolta,оригинальный,,208400,,,не предусмотрено,"Konica Minolta AccurioPress C12000, C14000",C12000/C14000,Konica Minolta AccurioPress C12000 C14000 C 12000 C 14000 Коника Минолта Минольта Акурио Аккурио Акуриопресс Аккуриопресс пресс тонер туба флакон replenisher,,,"4065, грамм",10 месяцев,,,,,,,,TN-627C EU,ACVV450,ACVV450,ACVV430,голубой (cyan),для цветных лазерных принтеров,3264,,Япония,,,,,,,,,,,,,,,,,,,,,,,,
400000020348,"Картридж совместимый для ч/б лазерных принтеров Canon и HP, RTC Q6511A, черный (black), с чипом, 6000стр A4, Булат 7Q",,,2,0,1787.25,1942.66,"Черный тонер-картридж для принтеров HP LaserJet 2410, 2420, 2430, Canon i-Sensys LBP3460(C70) , заменяющий оригинальные картриджи Q6511A. Тонеры компании Булат для картриджей лазерных принтеров производятся из современного сырья. Это полимеры, применение которых позволяет использовать тонеры в тонер-картриджах для новых скоростных принтеров и копиров. Это магнетиты и зарядорегуляторы, позволяющие получать стабильные результаты качества печати. Все это, плюс технологические приемы, направленные на улучшение структуры и формы частиц тонера, позволяют получить продукт стабильного качества. Все стадии производства тонеров проходят жесткий технологический контроль, готовый продукт всесторонне тестируется. Более 20 параметров подлежат проверке. Компания Булат проводит исследование тонеров во взаимодействии с другими расходными материалами: фотобарабанами, валами первичного заряда и т. д. для наиболее эффективного использования формулировок в дальнейшем.",,,,,,,,,,,,,,,,,,,,,,,Булат,,,,,,,,,,,,http://www.bulatgroup.ru,,RTC Q6511A,black (черный),"Q6511A, С710","HP LaserJet 2410, 2420, 2430, Canon i-SENSYS LBP3460",6000,,,,,,,,,,,,,,,
